name,category,asr_model,genai_model,sum_num_words,bertscore,rouge,compression_rate,density,coverage,summac
kpni-arts,interviews,Whisper-large-v3-fast,transcript_gpt-5.4 high,42,"[0.2772, 0.17199, 0.21228]",0.041970802919708027,0.004387751080516546,0.5714285714285714,0.0,0.15574519522488117
ouderen-zorg-2,interviews,Cohere Labs Transcribe,transcript_gpt-5.4 high,42,"[0.25532, 0.1274, 0.16998]",0.04048582995951417,0.005927240461401952,0.5714285714285714,0.0,0.15271255187690258
ouderen-zorg-2,interviews,NVIDIA Canary 1B v2,transcript_gpt-5.4 high,42,"[0.25532, 0.1274, 0.16998]",0.04048582995951417,0.005927240461401952,0.5714285714285714,0.0,0.15271255187690258
verpleegkundige gevangenis,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_gpt-5.4 high,42,"[0.28985, 0.20152, 0.23775]",0.03471074380165289,0.006190343805022704,0.6666666666666666,0.0,0.17879891768097878
verpleegkundige gevangenis,interviews,NVIDIA Canary 1B v2,transcript_gpt-5.4 high,42,"[0.28985, 0.20152, 0.23775]",0.03471074380165289,0.006190343805022704,0.6666666666666666,0.0,0.17879891768097878
kpni-arts,interviews,gt,transcript_gpt-5.4 high,549,"[1.0, 1.0, 1.0]",1.0,0.04865937126417152,1.0309653916211294,0.0,0.4825289524518527
verpleegkundige gevangenis,interviews,Qwen3 ASR 1.7B,transcript_gpt-5.4 high,42,"[0.28985, 0.20152, 0.23775]",0.03471074380165289,0.006190343805022704,0.6666666666666666,0.0,0.17879891768097878
kpni-arts,interviews,Qwen3 ASR 1.7B,transcript_gpt-5.4 high,42,"[0.2772, 0.17199, 0.21228]",0.041970802919708027,0.004387751080516546,0.5714285714285714,0.0,0.15574519522488117
kpni-arts,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_gpt-5.4 high,42,"[0.2772, 0.17199, 0.21228]",0.041970802919708027,0.004387751080516546,0.5714285714285714,0.0,0.15574519522488117
ouderen-zorg-2,interviews,gt,transcript_gpt-5.4 high,495,"[1.0, 1.0, 1.0]",1.0,0.058864241348713396,1.1898989898989898,0.0,0.34195800588048736
ouderen-zorg-2,interviews,Whisper-large-v3-fast,transcript_gpt-5.4 high,42,"[0.25532, 0.1274, 0.16998]",0.04048582995951417,0.005927240461401952,0.5714285714285714,0.0,0.15271255187690258
verpleegkundige gevangenis,interviews,Whisper-large-v3-fast,transcript_gpt-5.4 high,42,"[0.28985, 0.20152, 0.23775]",0.03471074380165289,0.006190343805022704,0.6666666666666666,0.0,0.17879891768097878
ouderen-zorg-2,interviews,Qwen3 ASR 1.7B,transcript_gpt-5.4 high,42,"[0.25532, 0.1274, 0.16998]",0.04048582995951417,0.005927240461401952,0.5714285714285714,0.0,0.15271255187690258
ouderen-zorg-2,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_gpt-5.4 high,42,"[0.25532, 0.1274, 0.16998]",0.04048582995951417,0.005927240461401952,0.5714285714285714,0.0,0.15271255187690258
kpni-arts,interviews,Cohere Labs Transcribe,transcript_gpt-5.4 high,42,"[0.2772, 0.17199, 0.21228]",0.041970802919708027,0.004387751080516546,0.5714285714285714,0.0,0.15574519522488117
kpni-arts,interviews,NVIDIA Canary 1B v2,transcript_gpt-5.4 high,42,"[0.2772, 0.17199, 0.21228]",0.041970802919708027,0.004387751080516546,0.5714285714285714,0.0,0.15574519522488117
verpleegkundige gevangenis,interviews,Cohere Labs Transcribe,transcript_gpt-5.4 high,42,"[0.28985, 0.20152, 0.23775]",0.03471074380165289,0.006190343805022704,0.6666666666666666,0.0,0.17879891768097878
verpleegkundige gevangenis,interviews,gt,transcript_gpt-5.4 high,606,"[1.0, 1.0, 1.0]",1.0,0.07667500695023631,1.0115511551155116,0.0,0.28546650099257626
